,0
570,course-v1:TsinghuaX+20220214X+sp
571,course-v1:SEU+00034237+2017_T2
572,course-v1:TsinghuaX+00680142X+2017_T1
573,course-v1:MITx+15_390x_2017T1+2017_T2
574,course-v1:PU+OL32004+2015_T2
575,course-v1:TsinghuaX+30806872X+2016-T2
576,course-v1:TsinghuaX+30140393X+sp
577,course-v1:TsinghuaX+10690012+2017_T2
578,course-v1:TsinghuaX+10421075X+2016-T2
579,course-v1:TsinghuaX+30640014X+2016_T2
580,course-v1:SEU+00034237+2017_T1
581,course-v1:TsinghuaX+00680142X+2017_T2
582,course-v1:MITx+15_390x_2017T1+2017_T1
583,course-v1:TsinghuaX+40040152X+2016_T1
584,course-v1:SWUFEX+2017041701X+sp
585,TsinghuaX/20440333X/_
586,course-v1:TNUA+AN35006+2016_T2
587,course-v1:FUDANx+ECON130007_01_P1+sp
588,course-v1:TsinghuaX+70120073X+2016_T1
589,course-v1:PU+OL32004+2016_T1
590,course-v1:TsinghuaX+30803273X+2016_T2
591,course-v1:NBCC+NBCC2017001+sp
592,course-v1:TsinghuaX+60240202X_p2+sp
593,course-v1:TsinghuaX+70150023X+sp
594,course-v1:TsinghuaX+THUSEM011+_
595,course-v1:HUBU+HU08002X+2017_T2
596,course-v1:TsinghuaX+10421075X_2015_2+2015_T2
597,course-v1:MITx+2_03x+2016_T2
598,TsinghuaX/30700313X/_
599,course-v1:ustcX+USTC001+2017_T2
600,course-v1:TsinghuaX+10620204X+2017_T1
601,course-v1:TsinghuaX+30240184_2X+2016_T1
602,course-v1:TsinghuaX+80511503X+2017_T2
603,course-v1:TsinghuaX+80511503X+2017_T1
604,course-v1:HIT+13GH16000700+2016-T2
605,course-v1:TsinghuaX+10620204X+2017_T2
606,course-v1:ustcX+USTC001+2017_T1
607,course-v1:HUBU+2017022702X+2017_T2
608,TsinghuaX/20220332_1X/_
609,course-v1:MITx+15_671x+2016_TS
610,course-v1:HIT+13SD33000721+2016_T1
611,course-v1:TsinghuaX+00510493X+2017_T2
612,course-v1:TsinghuaX+10430484X_2015_2+2017_T2
613,course-v1:TsinghuaX+30350161X_2015_T2+2015_T2
614,course-v1:TsinghuaX+80000901X_p4+sp
615,TsinghuaX/AP000004X/2015_T2
616,SDUx/00931800/2015_T1
617,course-v1:TsinghuaX+30805743+sp
618,course-v1:TsinghuaX+30320174X+sp
619,course-v1:TsinghuaX+AP000004X+2017T1
620,course-v1:NUDT+125205501+_
621,course-v1:NCTU+wghx+2017_T1
622,course-v1:TsinghuaX+02070251X+2016_T2
623,WellesleyX/ANTH207x/_
624,course-v1:TsinghuaX+00690302_2+2017_T2_2
625,course-v1:TsinghuaX+40990255X_1+2016_T22
626,TsinghuaX/60240013_2014X/2014_T2
627,TsinghuaX/00690242_2X/_
628,course-v1:TsinghuaX+THU00013X+sp
629,course-v1:TsinghuaX+00690212X_p2+sp
630,course-v1:TsinghuaX+60510102X+2016_T1
631,course-v1:TsinghuaX+TSINGHUA107+2016-T2
632,course-v1:TsinghuaX+60510102X+2016_T2
633,course-v1:TsinghuaX+JRFX01_E+sp
634,course-v1:CLE+CLE2017004+2017_T1
635,JLUx/gx01640603_103138_1/2015_T1
636,course-v1:TsinghuaX+AP000003X+sp
637,course-v1:TsinghuaX+30240184.2x+3T2016
638,course-v1:SC46002+CSU+2015_T2
639,course-v1:TJU+2010241X+2016_T2
640,course-v1:TsinghuaX+THUSEM006+sp
641,course-v1:TsinghuaX+10620204X+2016_T2
642,course-v1:TsinghuaX+30640014X-p4+sp
643,course-v1:TsinghuaX+80000901X_1+2017_T1
644,course-v1:UQx+Crime101x+2017_T2
645,TsinghuaX/80000901_2X/_
646,course-v1:TsinghuaX+80000901X_1+2017_T2
647,course-v1:TsinghuaX+30640014X-p5+sp
648,course-v1:TsinghuaX+00680082_1X+2017_T2
649,course-v1:UC_BerkeleyX+ColWri2_3x_2015_T1+2016_T2
650,course-v1:TsinghuaX+10620204X+2016_T1
651,TsinghuaX/40050455_2015X/2015_T1
652,course-v1:NGO20X+USTC2016002+2016_T2
653,course-v1:TsinghuaX+10610224X+2015_T3
654,TsinghuaX/THUSEM004/_
655,course-v1:TsinghuaX+10610204X_2015_2+2015_T2
656,course-v1:McGillX+Chem181x+2016_T2
657,course-v1:TsinghuaX+10800032X+2017_T2
658,course-v1:TsinghuaX+30040323X_tv+2015_T1
659,course-v1:ECNUx+BIOL0031112013+sp
660,course-v1:TsinghuaX+10421075X+2016_T1
661,course-v1:ChongqingUX+2017041803X+sp
662,course-v1:TsinghuaX+02090091X_p5+sp
663,course-v1:SDUx+sd010201402+2016_T1
664,course-v1:TsinghuaX+10800032X+2017_T1
665,course-v1:TsinghuaX+00691153X+2017_T1
666,course-v1:ZZUX+2017041801X+sp
667,course-v1:ZUEL+B0680090+2017_T2
668,course-v1:BSU+BSU001+2015_T2
669,course-v1:TsinghuaX+40670453X_p3+sp
670,course-v1:TsinghuaX+64100033X+2016_2
671,course-v1:TsinghuaX+30240233X+2016_T1
672,course-v1:MITx+15_671x+sp
673,course-v1:HIT+HIT2016001_p1+sp
674,course-v1:TsinghuaX+00612642X+sp
675,course-v1:TsinghuaX+80512073X_2015_2+2015_T2
676,course-v1:TsinghuaX+30240184_2X+2016_TS
677,course-v1:ZUEL+B0680090+2017_T1
678,course-v1:TsinghuaX+00691153X+2017_T2
679,course-v1:SCU+00011142+2017_T2
680,course-v1:TsinghuaX+00690863X_p4+sp
681,course-v1:TsinghuaX+01030132X+2016_TS
682,course-v1:TsinghuaX+30240184+2015_T2
683,course-v1:SCU+00011142+2017_T1
684,TsinghuaX/30240184_1X/_
685,course-v1:TsinghuaX+MOOC102+sp
686,course-v1:NUDT+520804502+sp
687,course-v1:TsinghuaX+00612642X_p6+sp
688,course-v1:SDUx+00931800X+2017_T2
689,course-v1:TsinghuaX+20250064X+sp
690,course-v1:MITx+15_671x+2015_T2
691,course-v1:HUBU+2017022703X+2017_T2
692,course-v1:Tsinghua+CS202+2016T3
693,course-v1:TsinghuaX+90640012X+sp
694,course-v1:TsinghuaX+00690863X+2016_TS
695,course-v1:SEU+00690803+2016_T2
696,course-v1:TsinghuaX+THU00001X+2017_T1
697,course-v1:TsinghuaX+20120143X_2015_T2+2015_T2
698,TsinghuaX/60240013X/_
699,course-v1:TsinghuaX+THU00001X+2017_T2
700,course-v1:TsinghuaX+AP000001X+2017-T0
701,MITx/6_041x/2014_T2
702,course-v1:SEU+00690803+2016_T1
703,course-v1:TsinghuaX+20430064X+sp
704,course-v1:TsinghuaX+40050455X_tv+2015_T1
705,course-v1:TsinghuaX+80000901X_1+sp
706,course-v1:TsinghuaX+70150023X+2016_T1
707,course-v1:CAU+08112500x+2016_T1
708,course-v1:ZUEL+B0680090+sp
709,course-v1:NTHU+MOOC_01_004+sp
710,course-v1:HIT+13GH16000700+2016-5-3
711,course-v1:TsinghuaX+20140064X+sp
712,course-v1:SEU+00690803+2017_T1
713,course-v1:TsinghuaX+00612642X_p3+sp
714,course-v1:HIT+HIT2016001+sp
715,TsinghuaX/THUSEM001/_
716,UQx/Think101x/_
717,TsinghuaX/MOOC101_2014/2014_T2
718,course-v1:SEU+00690803+2017_T2
719,course-v1:TsinghuaX+80000822X+sp
720,course-v1:NBCCx+NBCC050101+_sp
721,course-v1:TsinghuaX+00670122X+2016-T2
722,course-v1:TsinghuaX+10800032X+2016_T1
723,course-v1:NU+14051301+_
724,course-v1:TsinghuaX+34100325X+2016_T1
725,course-v1:TsinghuaX+20250103X+2016--T2
726,course-v1:TsinghuaX+00680082_1X+2016_T2
727,course-v1:TsinghuaX+THU00022X_tv+2017_T2
728,TsinghuaX/00691153_2015X/2015_T2
729,course-v1:HEBNU+2017011901X+sp
730,course-v1:TsinghuaX+00680082_1X+2016_T1
731,course-v1:TsinghuaX+30670043X+_
732,course-v1:JNUX+jnu05020098X+sp
733,course-v1:TsinghuaX+JRFX01+2015_T2
734,course-v1:TsinghuaX+10450034_2X+2016-T2
735,TsinghuaX/30350161X/2015_T1
736,course-v1:HIT+HIT2016002+sp
737,course-v1:TsinghuaX+80000901X+2016_TS2
738,course-v1:TsinghuaX+80590952X_p4+sp
739,TsinghuaX/THUSEM006/_
740,course-v1:TsinghuaX+00680142X_p6+sp
741,course-v1:TsinghuaX+80000901X+2016_TS1
742,course-v1:TsinghuaX+34000888X_p2+sp
743,course-v1:CAU+08112500x+sp
744,TsinghuaX/40130653X/2015_T2
745,course-v1:TsinghuaX+10800032X+sp
746,course-v1:xuetangx+credittest7+2017_T1
747,TsinghuaX/10421084_2014X/2014_T2
748,MITx/15_390x/2014_T2
749,TsinghuaX/00690242_2015X/2015_T1
750,course-v1:McGillX+Chem181x+2017_T1
751,course-v1:CLE+CLE2017002+2017_T1
752,course-v1:TsinghuaX+00510663X+2015_T2
753,course-v1:MITx+15_390_2x+2017_T2
754,course-v1:SEU+00690803+Sp
755,course-v1:TsinghuaX+02090091X_p6+sp
756,course-v1:McGillX+Chem181x+2017_T2
757,course-v1:TsinghuaX+20330334X_2015_2+sp
758,course-v1:TsinghuaX+00670122X+2017_T2
759,course-v1:RiceX+MedDigX+_
760,course-v1:TsinghuaX+30150153X+sp
761,course-v1:HIT+HIT2016002+2017_T2
762,course-v1:WellesleyX+ANTH207x+2017_T2
763,course-v1:HLJUX+2017032101X+2017_T2
764,course-v1:ACCA+MA1_X+sp
765,course-v1:WellesleyX+ANTH207x+2017_T1
766,course-v1:HIT+GH47100100+sp
767,course-v1:CIE+JD2015+sp
768,course-v1:NU+14051301_P1+sp
769,course-v1:NCU+J81A0Y0030+sp
770,TsinghuaX/30040323X/2015_T1
771,course-v1:TsinghuaX+00670122X+2017_T1
772,course-v1:WellesleyX+HIST229x+2017_T2
773,course-v1:HUBU+2017031401X+SP
774,course-v1:ZJFF+030025+sp
775,course-v1:TsinghuaX+34000312X+sp
776,course-v1:SDUx+sd010201401+2016-T2
777,course-v1:TsinghuaX+00740113_1X+2016_T1
778,course-v1:HIT+GO94500200+2016_T1
779,course-v1:WellesleyX+HIST229x+2017_T1
780,SDUx/131000110/2015_T1
781,course-v1:TsinghuaX+THU00001X+2016_T2
782,course-v1:TsinghuaX+JRFX01+2016--T2
783,course-v1:TsinghuaX+40250074X+2016_T2
784,course-v1:TsinghuaX+AP000008X+2017_ST
785,course-v1:TsinghuaX+THU00001X+2016_T1
786,course-v1:TsinghuaX+64100033X+2015_T1_
787,course-v1:TsinghuaX+20440333X+sp
788,course-v1:TsinghuaX+AP000003X+2016_T1
789,course-v1:TsinghuaX+80150193X+sp
790,course-v1:TsinghuaX+00680082_1X+2016_TS
791,course-v1:SCU+00011142+2016_T1
792,course-v1:TsinghuaX+30240243X_tv+2015_T1
793,TsinghuaX/10421065X/2015_T1
794,course-v1:TsinghuaX+THESIS2015X_tv+2015_T1
795,course-v1:CLE+CLE2017005+2017_T1
796,course-v1:TsinghuaX+00670122X+2016_TS
797,course-v1:TsinghuaX+00680082_1X_p1+sp
798,course-v1:TsinghuaX+AP000003X+2016_T2
799,course-v1:TsinghuaX+00740113_2X+2016_T1
800,course-v1:CIE+JD_2017+sp
801,course-v1:HUBU+2017022701X+2017_T2
802,course-v1:UC_BerkeleyX+ColWri2_2x_2015_T1+2016_T2
803,TsinghuaX/10421094_2015X/2015_T1
804,course-v1:CIE+CIE2016001+sp
805,course-v1:WUT+WUT2016001+2017_T2
806,course-v1:TsinghuaX+40040152X+2015_T2
807,course-v1:TsinghuaX+00680082X+sp
808,course-v1:TsinghuaX+60250101X+2016_T1
809,course-v1:TsinghuaX+40670453X+2017_T1
810,course-v1:TsinghuaX+400182X+2016_T2
811,course-v1:TsinghuaX+90640012X+2017_T2
812,course-v1:WUT+WUT2016001+2016_T2
813,course-v1:NUDT+082501502+2017_T1
814,course-v1:TsinghuaX+34000888X_p3+sp
815,course-v1:TsinghuaX+80000901X_p2+sp
816,course-v1:TsinghuaX+40670453X_p2+sp
817,course-v1:TsinghuaX+80000901X_p3+sp
818,TsinghuaX/20250064_2015X/2015_T1
819,course-v1:TsinghuaX+20120143X+2017_T2
820,course-v1:NTHU+MOOC_00_001+sp
821,course-v1:TsinghuaX+40670453X+2017_T2
822,course-v1:TsinghuaX+400182X+2016_T1
823,course-v1:TsinghuaX+90640012X+2017_T1
824,course-v1:TsinghuaX+JRFX01+2016_TS
825,TsinghuaX/70167012_2015X/2015_T1
826,TsinghuaX/30240184X/2014_T2
827,course-v1:HEBUT+20170617001+sp
828,course-v1:WUT+WUT2016001+sp
829,course-v1:TsinghuaX+10421102x_2015_T2+sp
830,course-v1:TsinghuaX+AP000004X+2017_ST
831,course-v1:TsinghuaX+00612643X_p4+sp
832,TsinghuaX/AP000000X/2015_T2
833,course-v1:TsinghuaX+90640012X+2016_T1
834,course-v1:HIT+13SD33000721+sp
835,course-v1:NTHU+QF32110+2017_T2
836,course-v1:TsinghuaX+10800032X+2016-T2
837,course-v1:NJUST+NJUST001+sp
838,course-v1:SDUx+00931800X_p2+sp
839,course-v1:TsinghuaX+00460032X+sp
840,course-v1:CUPB+CUPB201702+2017_T1
841,course-v1:NTHU+QF32110+2017_T1
842,course-v1:TsinghuaX+40670453X+2016_T2
843,course-v1:TsinghuaX+60610231_p1+2017_T2
844,course-v1:JNUX+jnu05020098X+2017_T2
845,course-v1:TsinghuaX+60610231_p1+2017_T1
846,course-v1:TsinghuaX+40050455_2X+2016_T1
847,course-v1:JNUX+jnu05020098X+2017_T1
848,course-v1:TsinghuaX+40670453X+2016_T1
849,course-v1:TsinghuaX+20250064+2016_T2
850,TsinghuaX/10421145X/_-1
851,course-v1:PekingX+04332960X+sp
852,course-v1:NGO20X+USTC2016002+2017_T2
853,course-v1:JinanX+2017031001X+2017_T1
854,UQx/Write101_x/_
855,course-v1:TNUA+AO35001+_
856,course-v1:TsinghuaX+00510888X_tv+2015_T1
857,course-v1:CIE+CIE2016002+2017_T2
858,course-v1:TsinghuaX+10450034_1X+2016-T2
859,course-v1:TsinghuaX+60240013_tv+2015_T1
860,course-v1:TsinghuaX+30700313X_p2+sp
861,course-v1:TsinghuaX+10421094X_2015_2+2015_T2
862,course-v1:TsinghuaX+70120073X+sp
863,course-v1:ZUEL+B0680090_2015_T2+2016-T2
864,course-v1:TsinghuaX+00740113X_2015_T2+2015_T2
865,course-v1:TsinghuaX+10430575X_+sp
866,course-v1:TsinghuaX+30240233X+2016_TS
867,course-v1:PekingX+04332960X+2017_T2
868,course-v1:XJTU+ME-XMGL2013-014X+sp
869,course-v1:HLJUX+2017032101X+sp
870,course-v1:TsinghuaX+00804723X+2017_T1
871,course-v1:TsinghuaX+00804723X+2017_T2
872,course-v1:TsinghuaX+00670122X_p3+sp
873,course-v1:SCU+00011142_tv+2015_T1
874,course-v1:XJTU+BIOL3028+2017_T2
875,course-v1:TsinghuaX+20120143X+2016_T1
876,TsinghuaX/00690092X/2015_T1
877,course-v1:NJU+010101+2017_T2
878,course-v1:MITx+6_041x+2017_T2
879,course-v1:TsinghuaX+60250101X+2016_TS
880,course-v1:TJU+4240001+sp
881,course-v1:TsinghuaX+400182X+sp
882,course-v1:TsinghuaX+20220214X_2015_2+2015_T2
883,course-v1:MITx+6_041x+2017_T1
884,course-v1:SEU+00690803_tv+2015_T1
885,TsinghuaX/80515522X/2015_T1
886,course-v1:NJU+010101+2017_T1
887,course-v1:TsinghuaX+20740084X+sp
888,TsinghuaX/20220214X/_
889,course-v1:NUDT+520804502+2016_T2
890,course-v1:TsinghuaX+00460032X_1+2016_T1
891,course-v1:TsinghuaX+400182X+2016_TS
892,ZUEL/B0680090/2014_T2
893,UC_BerkeleyX/ColWri2_2x/2014_T2
894,course-v1:UC_BerkeleyX+ColWri2_1x+2015_T2
895,course-v1:TsinghuaX+00740043_2X_tv+2015_T1
896,course-v1:TsinghuaX+64100033X+2017_T2
897,course-v1:SEU+00690803+2016_TS
898,course-v1:CYCU+cycusllckx+2017_T1
899,course-v1:TsinghuaX+00690863X+2016_T2
900,course-v1:SDUx+00931800X+sp
901,course-v1:CYCU+cycusllckx+2017_T2
902,course-v1:NBUX+MH001x+sp
903,TsinghuaX/THU00001X/_
904,course-v1:BIT+PHY1701702+sp
905,course-v1:JNUX+jnu01023008X_p1+sp
906,course-v1:TsinghuaX+00612643X_p5+sp
907,TsinghuaX/10430494X/2014-10-06
908,course-v1:JNUX+jnu01023008X+2017_T1
909,course-v1:TsinghuaX+30040323X+sp
910,course-v1:CLE+CLE2017001+2017_T2
911,course-v1:TsinghuaX+AP000001X+sp
912,TsinghuaX/10610183X/2016_T1
913,course-v1:CLE+CLE2017001+2017_T1
914,course-v1:JNUX+jnu01023008X+2017_T2
915,course-v1:TsinghuaX+40990255X_1+2017_T1
916,course-v1:ECNUx+2016001+2017_T2
917,course-v1:TsinghuaX+00690863X+sp
918,course-v1:JNUX+07009156X+sp
919,course-v1:TsinghuaX+02090091X+sp
920,course-v1:PPSUC+2017052301+2017_T2
921,TsinghuaX/00691153X/_
922,course-v1:ECNUx+2016001+2017_T1
923,course-v1:TsinghuaX+TSINGHUA107+2016_T1
924,course-v1:TsinghuaX+00670122X_p1+sp
925,course-v1:MIL+MIL2016001+2017_T1
926,course-v1:NJU+010101+2016-T2
927,course-v1:HUBU+2017022703X+sp
928,course-v1:TsinghuaX+90640012X+2016-T2
929,course-v1:MIL+MIL2016001+2017_T2
930,course-v1:TsinghuaX+THU201602+sp
931,course-v1:WUT+1022817X+2017_T1
932,course-v1:NUDT+0811101+2017_T1
933,course-v1:UC_BerkeleyX+ColWri2_2x_2015_T1+2017_T1
934,course-v1:NCU+T6300M0032+sp
935,course-v1:TsinghuaX+00040132X+2017_T1
936,course-v1:TsinghuaX+10430484X_2015_2+2015_T2
937,course-v1:TsinghuaX+30130274X+sp
938,course-v1:RiceX+MedDigX+2017_T1
939,course-v1:RiceX+MedDigX+2017_T2
940,course-v1:TsinghuaX+00040132X+2017_T2
941,course-v1:NUDT+125205501+sp
942,TsinghuaX/TSINGHUA102/_
943,course-v1:UC_BerkeleyX+ColWri2_2x_2015_T1+2017_T2
944,course-v1:TsinghuaX+00510133X+2017_T1
945,TsinghuaX/10800032_2015X/2015_T1
946,course-v1:HIT+13GH16000700+2017_T1
947,course-v1:nix+a002+2017_T1
948,course-v1:TsinghuaX+02090091X_p2+sp
949,course-v1:TsinghuaX+30130503X+2016_T2
950,course-v1:HIT+13GH16000700+2017_T2
951,course-v1:HIT+HIT2016002+2016_T2
952,course-v1:SDUx+00931800X_p1+sp
953,course-v1:TsinghuaX+00510133X+2017_T2
954,course-v1:TsinghuaX+30130123X+2016_T1
955,course-v1:NUDT+520804502+2017_T1
956,course-v1:TsinghuaX+60610231_p1+sp
957,course-v1:RiceX+AdvBIO_3x+sp
958,course-v1:SDUx+sd01020140+2015_T2
959,course-v1:WellesleyX+HIST229x+2016_T2
960,TsinghuaX/80512073X/_
961,TsinghuaX/20240103X/2015_T2
962,course-v1:TsinghuaX+30640014X+sp
963,course-v1:CIE+CIE2016007+2017_T2
964,course-v1:SDUx+131000110_p2+sp
965,course-v1:ACCA+MA2_X+2017_T2
966,course-v1:TsinghuaX+20220332X+sp
967,course-v1:ACCA+MA2_X+2017_T1
968,course-v1:TJU+TJU2016001_P1+sp
969,course-v1:TsinghuaX+00690242+2015_TS
970,course-v1:TsinghuaX+00690212X_p3+sp
971,course-v1:TsinghuaX+TSINGHUA101_tv+_
972,course-v1:TsinghuaX+00690302_1+2016_T2
973,course-v1:TsinghuaX+70230063X+2017_T1
974,NTHU/MOOC_02_002/2015_T1
975,course-v1:TsinghuaX+02090091X_p7+sp
976,course-v1:TsinghuaX+80000271X+2017_T1
977,TsinghuaX/20250064_1X/2015_T1
978,course-v1:NTHU+WL01003+2017_T1
979,course-v1:NTHU+WL01003+2017_T2
980,course-v1:TsinghuaX+80000271X+2017_T2
981,course-v1:TsinghuaX+8015019X+2016_T1
982,course-v1:TsinghuaX+60240013X+2016_T1
983,course-v1:TsinghuaX+00670122X_p2+sp
984,course-v1:NOU+nousscygl+2017_T1
985,BerkeleyX/CS169_1x/_
986,TsinghuaX/01030132X/2015_T1
987,course-v1:NOU+nousscygl+2017_T2
988,course-v1:UST+UST001+2016_T1
989,course-v1:TsinghuaX+10421084X_2015_2+2015_T2
990,course-v1:TsinghuaX+AP201601X+2016_T2
991,course-v1:BNU+2017053101X+2017_T2
992,course-v1:TsinghuaX+00740043_2x_2015_T2+sp
993,course-v1:TsinghuaX+00680142X_p3+sp
994,course-v1:TsinghuaX+20430064X+2015_T2
995,course-v1:TsinghuaX+00690242X+2016_TS
996,course-v1:TsinghuaX+AP201601X+2016_T1
997,course-v1:TsinghuaX+00690863X_p2+sp
998,course-v1:TsinghuaX+10450012X+sp
999,course-v1:RiceX+RELI157x+2015_T1
1000,course-v1:NUDT+520804502+_
1001,course-v1:MicrosoftX+Microsoft101+2017_T2
1002,course-v1:TsinghuaX+AP000002X+sp
1003,course-v1:WUT+1022817X+sp
1004,course-v1:HITx+13SC03100710_1x+sp
1005,course-v1:TsinghuaX+10610224X_tv+2015_T2
1006,TsinghuaX/70250023_2014X/2014_T2
1007,course-v1:TsinghuaX+00510663X+2017_T1
1008,course-v1:UC_BerkeleyX+ColWri2_1x_2015_T1+2016_TS
1009,course-v1:TsinghuaX+00670122X+2016_T1
1010,course-v1:TsinghuaX+20220053X_2015_T2+2015_T2
1011,course-v1:TsinghuaX+00690212X-2_p3+sp
1012,course-v1:TsinghuaX+00690302_1+2017_T2_1
1013,course-v1:TsinghuaX+80511503X+2016_T1
1014,course-v1:TsinghuaX+80511503X+2016_T2
1015,TsinghuaX/20330334_2015X/2015_T1
1016,course-v1:TsinghuaX+00510663X+2017_T2
1017,course-v1:CIE+CIE2016003+sp
1018,course-v1:TsinghuaX+00690242_p4+sp
1019,course-v1:CLE+CLE2016007+2017_T1
1020,UQx/BIOIMG101x/_
1021,course-v1:ECNUx+2016001_p1+sp
1022,course-v1:TsinghuaX+TSINGHUA107+2017_T1
1023,course-v1:MIL+MIL2016001+2016_T2
1024,course-v1:TsinghuaX+10450012X+2017_T2
1025,course-v1:TNUA+AO35002+_
1026,TsinghuaX/MOOC101_2015/2015_T1
1027,course-v1:BLCUX+3010504602+sp
1028,course-v1:TsinghuaX+00804723X+2016_T1
1029,course-v1:NTHU+CS12500+2017_T1
1030,course-v1:ChongqingU+IPG01002X+sp
1031,course-v1:TsinghuaX+TSINGHUA107+2017_T2
1032,course-v1:TsinghuaX+10610224X+2016_T1
1033,course-v1:MicrosoftX+Microsoft101+sp
1034,course-v1:NCU+T5010H0019+sp
1035,TsinghuaX/30260112X/2015_T2
1036,course-v1:TsinghuaX+2070071X+2017_T2
1037,course-v1:JNUX+jnu105590ma18X+2017_T1
1038,course-v1:TsinghuaX+20120143X+sp
1039,course-v1:TsinghuaX+00040132X+2016_T1
1040,course-v1:TsinghuaX+0350161X_2015_T2+sp
1041,TsinghuaX/30700313_2014X/2014_T2
1042,course-v1:NBUX+MH001x_p1+sp
1043,course-v1:NBUX+MH001x+2017_T2
1044,course-v1:TsinghuaX+00690342X+sp
1045,TsinghuaX/34000888X/2015_T2
1046,course-v1:TsinghuaX+00691153X+sp
1047,course-v1:RiceX+AdvBIO_1x+sp
1048,course-v1:TsinghuaX+40990255X_1+2016_T2
1049,course-v1:TsinghuaX+30240184.1x+3T2016
1050,course-v1:TsinghuaX+60250101X+2017_T2
1051,course-v1:TsinghuaX+70230063X+2016_T2
1052,course-v1:TCU+tzuczy+2017_T1
1053,course-v1:TsinghuaX+40670453X+2016_TS
1054,UC_BerkeleyX/ColWri2_3x_2015_T1/2015_T1
1055,course-v1:TsinghuaX+MOOC101_2015_2+sp
1056,course-v1:TCU+tzuczy+2017_T2
1057,course-v1:TsinghuaX+00690212X+sp
1058,course-v1:TsinghuaX+00701032X+2017_T2
1059,course-v1:TsinghuaX+00510663X+2016_T2
1060,course-v1:SDUx+131000110+sp
1061,course-v1:microdegree+20170704001x+2017
1062,course-v1:TsinghuaX+00612642X_p7+sp
1063,course-v1:NTHU+MOOC_00_006+2015_T2
1064,course-v1:NTHU+MOOC_00_005+2015_T2
1065,course-v1:PU+OL32004+2017_72
1066,course-v1:SCUTx+IF+sp
1067,course-v1:TsinghuaX+70120073X_2015_2+2015_T2
1068,course-v1:TsinghuaX+00510663X+2016_T1
1069,course-v1:Stanford+CS101+sp
1070,course-v1:TsinghuaX+20250103X+sp
1071,course-v1:TsinghuaX+30150303X+sp
1072,course-v1:TCU+tzucnmsz+2017_T1
1073,course-v1:TsinghuaX+30640014X-p1+sp
1074,course-v1:TCU+tzucnmsz+2017_T2
1075,TsinghuaX/10421075_2015X/2015_T1
1076,course-v1:WellesleyX+HIST229x+sp
1077,course-v1:GalileoX+CAAD004X+2T2017
1078,TsinghuaX/THUSEM008/_
1079,TsinghuaX/70150023X/2015_T1
1080,course-v1:TsinghuaX+80240372X+2016_T2
1081,course-v1:CIE+CIE2016006_p1+sp
1082,TsinghuaX/40670453X/2015_T1
1083,Tsinghuax/30130123X/2015_T2
1084,TsinghuaX/10610204_2015X/2015_T1
1085,course-v1:TsinghuaX+00510133X+2016_T2
1086,course-v1:DYU+dyuglbbx+2017_T1
1087,course-v1:FUDANx+ECON1300812_P1+sp
1088,course-v1:NCUX+T5700Z0001X+sp
1089,course-v1:BLCUX+2130001903+sp
1090,course-v1:TsinghuaX+00690092X+sp
1091,course-v1:TsinghuaX+20440333_2015X+2015_T2
1092,TsinghuaX/00690242_1X/_
1093,course-v1:TsinghuaX+20250064+2015_T2
1094,course-v1:Tsinghuax+30130123X+sp
1095,course-v1:DYU+dyuglbbx+2017_T2
1096,course-v1:HIT+GO90801500+2016-5-1
1097,course-v1:TsinghuaX+400182X+2017_T1
1098,TsinghuaX/20120143X/2015_T2
1099,course-v1:TsinghuaX+30240184_1X+2016_TS
1100,course-v1:TsinghuaX+400182X+2017_T2
1101,course-v1:TsinghuaX+00040132X+2016_TS
1102,course-v1:CAU+08110140_2x+2016_T1
1103,course-v1:UC_BerkeleyX+ColWri2_2x+2015_T2
1104,course-v1:TsinghuaX+10610193X+sp
1105,course-v1:HIT+13SD33000721+2016-5-2
1106,course-v1:NTHU+MOOC_04_001+sp
1107,course-v1:TsinghuaX+30260032X_+sp
1108,course-v1:TsinghuaX+10421145X_2015_2+2015_T2
1109,TsinghuaX/10430896X/2016_T1
1110,course-v1:TsinghuaX+Pr20170406-SC_p2+sp
1111,course-v1:MITx+15_390_2x+sp
1112,course-v1:SDUx+sd010201401+2015_T2
1113,course-v1:TsinghuaX+30140393x_2015_2+2015_T2
1114,course-v1:TsinghuaX+THU201602+2016_T1
1115,course-v1:TsinghuaX+00690242X+2017_T2
1116,course-v1:TsinghuaX+THU00001X+sp
1117,course-v1:TsinghuaX+00690242X+2017_T1
1118,course-v1:ECNUx+2016001+2016_T2
1119,course-v1:NPUX+2016001+2016_T1
1120,course-v1:TsinghuaX+40050455X+2016_T1
1121,TsinghuaX/80000901_2015WV/2015_winter_vacation
1122,course-v1:TsinghuaX+70240183X+2016_T11
1123,course-v1:TsinghuaX+00510663X+2016_TS
1124,course-v1:TsinghuaX+90640012X_p2+sp
1125,course-v1:TsinghuaX+AP000008X+2017T1
1126,course-v1:TsinghuaX+20250064X+2017_T1
1127,course-v1:ACCA+FA2-MA2_X+2016_T2
1128,course-v1:TsinghuaX+30640014+sp
1129,course-v1:TsinghuaX+00690302_2+sp
1130,course-v1:NCTU+toc+2016_T2
1131,course-v1:TsinghuaX+30700313+sp
1132,course-v1:FUDANx+ECON130080+2016_T2
1133,course-v1:TsinghuaX+40510293X_p1+sp
1134,TsinghuaX/70250023X/_
1135,course-v1:SEU+00690803+sp
1136,course-v1:TsinghuaX+30040352X+2017_T1
